"START","END","PROG","DURATION","FINISHED","RECORDED","ID","QSCORE","DOB","RESIDENT","ZIPCODE","RACE","ETHNICITY","GENDER","INCOME","EDUCATION","DEGREE","TWS","COURSE","COURSETIME","SELFTITLE","BIOTIME","ACTIVITY","ACTIVITYfill","othACTIVITY","AFFILIATE","AFFILIATEfill","othAFFILIATE","CONTACT","FIELD","COLLECT","HANDLE","STATE","PPE","PPETIME","COUNTIES","LICENSE","PIGS","BRUCE","CWD","FLUAL","FLU","COVID","COVIDSPILL","RABIESAL","RABIES","TURKEY","CWDAL","BATS","PPEREQ","EHD","DARWIN","POPRED","POPPLAN","SURVEY","VACCINE","PREVAL","DIVERSE","CONSEQ","CLIMATE","EDREQ","INFO","HANDSON","ACCESS","SOURCE","SOURCEfill","othSOURCE","INTEREST","FREEINFO","FREEINFOfill","othFREEINFO","TOPICS","TOPICSfill","othTOPICS","QSNCS","AGE","GENDERb","COUNTIEScount","FREEINFOcount","TOPICScount","SOURCEcount","PIGSp","BRUCEp","CWDp","FLUALp","FLUp","COVIDp","COVIDSPILLp","RABIESALp","RABIESp","TURKEYp","CORRECT","CORRECTmed","CORRECT50","CERTAINTY","CERTAINmed","CERTAIN50"
"5/15/2024 10:48","5/15/2024 11:14",100,1550,TRUE,"5/15/2024 11:14","R_3OepAOjEO0mxspj",0.699999988,1981,"Yes",36832,"White","No","Female",1,"1","0","0","0","","1","1","Research","Research","","Academic/Research Institution","Academic/Research Institution","","0","0","0","0",NA,NA,NA,0,"0",0,1,1,1,1,1,0,1,1,0,"1","1","1","0","1","1","1","1","0","0","0","0","1","1","1","0","1",0,"Academic Publications","","1",0,"One day virtual conference","",0,"SarsCoV2,One Health","","","1",0,0,1,2,1,0,1,1,1,1,1,1,1,1,0,7,1,1,8,0,1
"5/16/2024 6:30","5/16/2024 6:44",100,849,TRUE,"5/16/2024 6:44","R_3YtEcbqy7vf3JS1",0.899999976,1963,"Yes",35811,"White","No","Male",1,"0","0","0","0","","0","0","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","","1","0","0","0",NA,NA,NA,0,"1",1,0,1,0,0,0,0,0,0,0,"1","1","1","1","0","0","0","1","1","1","1","0","0","1","1","1","1",0,"Social Media,News Sources","","1",0,"asynchroNous","Send info by email",0,"Rabies,One Health","","Over all the health of animals is important.  Providing supplements and info of what to do and Not to do to the public is very important. ","1",1,1,1,2,2,1,1,1,0,0,0,0,1,1,1,2,0,0,6,0,1
"5/20/2024 16:29","5/20/2024 17:33",100,3850,TRUE,"5/20/2024 17:33","R_3zi3nGdTwrt5CFP",1,1991,"Yes",35404,"White","No","Male",1,"1","1","0","1","0","0","1","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","","1","0","0","0",NA,NA,NA,1,"1",1,1,1,0,1,1,0,0,1,0,"0","1","1","0","1","1","0","1","0","1","1","0","0","0","1","1","1",0,"State Wildlife Agency,Social Media","","1",0,"One day in-person conference,One day virtual conference","",0,"Rabies,Influenza,CWD,SarsCoV2","","","0",1,13,2,4,2,1,1,1,1,1,1,0,1,1,1,6,1,1,9,1,1
"5/15/2024 13:34","5/15/2024 13:40",100,393,TRUE,"5/15/2024 13:40","R_50e26bjQvFqsB4G",0.899999976,1987,"Yes",36732,"White","No","Male",1,"1","1","0","1","0","1","1","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","","1","0","0","0",NA,NA,NA,0,"1",1,1,1,1,1,1,0,0,1,0,"0","0","0","0","1","1","0","1","1","1","1","0","0","1","0","0","1",1,"State Wildlife Agency,Academic Publications,Social Media,Conferences","","1",0,"One day in-person conference","",0,"Rabies,Influenza,CWD,SarsCoV2","","","1",1,3,1,4,4,1,1,1,1,1,1,0,1,1,1,7,1,1,9,1,1
"5/15/2024 12:17","5/15/2024 12:21",100,280,TRUE,"5/15/2024 12:21","R_52GqAPCgF06FmaI",0.800000012,1983,"Yes",35613,"I prefer Not to answer","I prefer Not to answer","I prefer Not to answer",1,"1","0","0","0","","1","0","Land/Wildlife Management","Land/Wildlife Management","","Other","Other","","1","1","0","0",NA,"No",NA,0,"1",1,0,1,1,1,0,0,0,1,1,"0","0","0","0","1","0","0","1","1","1","1","1","0","1","1","0","1",1,"Friends/Family,State Wildlife Agency,Social Media,Conferences","","0",0,"One day virtual conference","",0,"Rabies,Influenza,Vector borne diseases,CWD","","WAR EAGLE ","1",NA,3,1,4,4,1,0,1,1,1,0,1,1,1,1,6,1,1,8,0,1
"6/4/2024 13:54","6/4/2024 14:04",100,629,TRUE,"6/4/2024 14:04","R_52KmN0YBX1nwQtZ",0.800000012,2002,"Yes",36830,"White","No","Female",0,"1","0","0","0","","0","0","Research","Research","","Academic/Research Institution","Academic/Research Institution","","1","0","0","0",NA,NA,NA,0,"0",1,1,1,1,1,0,1,1,1,0,"0","1","1","0","1","0","0","1","1","1","0","1","1","1","1","1","1",0,"State Wildlife Agency,Academic Publications,Conferences","","1",0,"One day in-person conference,One day virtual conference","",0,"Rabies,CWD","","","0",0,5,2,2,3,1,1,1,1,1,1,1,1,1,1,8,1,1,10,1,1
"5/20/2024 17:37","5/20/2024 17:47",100,621,TRUE,"5/20/2024 17:47","R_5CDPLXtMzLEX5kC",0.899999976,1991,"Yes",36067,"I prefer Not to answer","Yes","Female",1,"1","1","0","1","0","1","1","Research","Research","","State/Provincial Government","State/Provincial Government","","1","1","1","0",NA,"No",NA,0,"1",1,1,1,1,1,1,1,0,1,0,"0","0","0","0","1","0","0","1","0","0","1","0","1","1","1","0","0",0,"Academic Publications","","1",0,"One day in-person conference","",1,"Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,One Health","","","0",0,2,1,6,1,1,1,1,1,1,1,1,1,1,1,8,1,1,10,1,1
"5/16/2024 9:22","5/16/2024 9:36",100,889,TRUE,"5/16/2024 9:36","R_5etxkBW7hsVMgux",1,1962,"Yes",36027,"White","No","Male",1,"1","1","0","1","0","1","1","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","","1","0","0","0",NA,NA,NA,0,"1",1,1,1,1,1,0,1,0,1,0,"0","0","0","0","0","1","1","1","0","0","1","0","1","1","0","0","1",0,"Other","Federal wildlife agency","1",0,"One day virtual conference","",1,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,SarsCoV2","","","1",1,1,1,6,1,1,1,1,1,1,0,1,1,1,1,7,1,1,9,1,1
"6/3/2024 0:06","6/3/2024 0:10",100,267,TRUE,"6/3/2024 0:10","R_5fqjXjWWQG99uaG",0.899999976,2002,"Yes",36830,"White","No","Male",0,"0","0","0","0","","1","0","Other","Student","Student","Other","Academic/Research Institution","Student","0","0","0","0",NA,NA,NA,0,"1",1,1,1,1,0,1,0,0,1,0,"0","0","0","0","0","1","1","1","1","0","0","0","1","1","0","0","0",0,"State Wildlife Agency,Academic Publications","","1",0,"One day in-person conference","",0,"Rabies,Influenza,Leptospirosis,Vector borne diseases","","","0",1,0,1,4,2,1,1,1,1,1,1,1,1,1,0,6,1,1,9,1,1
"5/30/2024 11:08","5/30/2024 11:22",100,839,TRUE,"5/30/2024 11:22","R_5LeewLUlKLVSRUd",0.899999976,2003,"Yes",36830,"White","No","Female",0,"1","0","0","0","","0","0","Education","Education","","Academic/Research Institution","Academic/Research Institution","","0","0","0","0",NA,NA,NA,0,"0",1,0,0,1,1,0,0,0,1,0,"0","0","1","0","0","1","0","1","1","1","1","0","1","1","1","1","1",0,"Friends/Family,State Wildlife Agency,News Sources","","1",0,"One day in-person conference,One day virtual conference","",1,"Rabies,Leptospirosis,CWD,One Health,Other","Management of disease","","0",0,0,2,5,3,1,0,1,1,1,0,1,1,1,0,4,0,0,7,0,1
"5/15/2024 18:27","5/15/2024 18:33",100,367,TRUE,"5/15/2024 18:33","R_5qc0ZeUKIB5WKkh",0.899999976,1971,"Yes",35503,"White","No","Male",1,"Did Not graduate high school/No GED","0","0","0","","0","0","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","","1","0","0","0",NA,NA,NA,0,"1",0,1,1,0,1,1,0,0,0,0,"0","0","0","0","0","1","1","1","0","1","0","0","0","1","1","0","1",0,"State Wildlife Agency,Social Media","","0",0,"Year-long once a month virtual conference","",0,"CWD","","","1",1,1,1,1,2,0,1,1,0,1,1,0,1,0,1,4,0,0,6,0,1
"6/7/2024 9:42","6/7/2024 9:49",100,406,TRUE,"6/7/2024 9:49","R_5rCHQbhZ2FJxAdA",0.899999976,2003,"Yes",36832,"White","No","Female",0,"0","0","0","0","","0","0","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","","0","1","0","0",NA,NA,NA,0,"0",1,1,1,0,1,0,0,0,1,0,"0","1","1","1","1","1","0","1","1","1","1","0","1","1","0","1","0",0,"Friends/Family,State Wildlife Agency,Academic Publications","","1",0,"One day in-person conference,Year-long once a month virtual conference","",1,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","","0",0,0,2,8,3,1,1,1,0,1,0,1,1,1,1,5,0,0,8,0,1
"6/3/2024 11:05","6/3/2024 11:14",100,517,TRUE,"6/3/2024 11:14","R_5t5p9bJNozaHLbQ",1,1970,"Yes",36104,"I prefer Not to answer","I prefer Not to answer","I prefer Not to answer",1,"1","1","0","0","","1","1","Administration","Administration","","State/Provincial Government","State/Provincial Government","","0","0","0","0",NA,"No",NA,0,"0",1,1,1,1,1,1,0,1,1,0,"0","0","1","0","1","0","1","1","1","0","0","0","0","1","1","1","0",0,"Social Media","","0",0,"One day in-person conference","",1,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health,Other","fungus diseases","","1",NA,0,1,9,1,1,1,1,1,1,1,1,1,1,1,8,1,1,10,1,1
"5/21/2024 9:29","5/21/2024 9:35",100,373,TRUE,"5/21/2024 9:35","R_5V3nC8DrfonrTme",0.899999976,1992,"Yes",35476,"White","No","Female",0,"1","1","1","0","","1","1","Administration","Administration","","Nonprofit/Conservation Organization","Nonprofit/Conservation Organization","","0","0","0","0",NA,NA,NA,0,"0",1,0,0,0,0,0,0,0,1,0,"0","0","0","0","1","0","0","1","0","0","1","0","1","1","0","1","0",1,"Friends/Family,State Wildlife Agency,Social Media,News Sources,Conferences","","1",0,"One day virtual conference","",1,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","","0",0,1,1,8,5,1,0,1,0,0,0,0,0,1,0,2,0,0,3,0,0
"5/16/2024 19:31","5/16/2024 19:39",100,464,TRUE,"5/16/2024 19:39","R_5vUOqdqZTjixIsh",0.800000012,1961,"Yes",36013,"White","No","Male",1,"1","1","1","1","0","1","1","Consulting","Consulting","","Private Industry","Private Industry","","1","1","0","0",NA,NA,NA,1,"1",1,0,1,1,1,1,0,0,1,0,"1","1","0","0","1","1","1","1","1","1","1","0","0","1","1","0","1",0,"State Wildlife Agency,Academic Publications,Conferences","","1",0,"One day virtual conference","",1,"Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD","","","1",1,12,1,5,3,1,0,1,1,1,1,0,1,1,0,6,1,1,7,0,1
"5/15/2024 13:11","5/15/2024 13:39",100,1636,TRUE,"5/15/2024 13:39","R_5woeMehkzVMZ0L4",0.800000012,2000,"Yes",36830,"White","No","Female",0,"1","1","0","0","","1","0","Research","Research","","Academic/Research Institution","Academic/Research Institution","","0","0","0","0",NA,NA,NA,0,"1",1,0,1,0,0,0,0,0,1,0,"1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","0",1,"State Wildlife Agency,Academic Publications,News Sources,Conferences","","1",0,"One day in-person conference","",0,"CWD,One Health","","","0",0,2,1,2,4,1,0,1,0,0,0,0,0,1,1,3,0,0,4,0,0
"5/20/2024 16:19","5/20/2024 16:26",100,462,TRUE,"5/20/2024 16:26","R_606Lc2OH7KNI4Yt",1,1995,"Yes",35057,"White","No","Female",0,"1","1","0","0","","1","0","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","","1","0","0","0",NA,NA,NA,0,"0",1,1,1,1,1,0,0,0,1,1,"0","0","0","0","1","1","0","1","0","1","1","0","0","1","1","1","0",0,"Academic Publications,Social Media,Conferences","","1",0,"One day in-person conference","",1,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2","","","0",0,3,1,7,3,1,1,1,1,1,0,0,1,1,1,7,1,1,8,0,1
"5/30/2024 12:12","5/30/2024 12:18",100,359,TRUE,"5/30/2024 12:18","R_60BJMdjafHR64LA",0.899999976,1973,"Yes",36203,"White","No","Male",1,"0","0","0","1","0","0","0","Other","Other","","Other","Other","","0","0","0","0",NA,NA,NA,0,"1",0,0,0,0,0,0,1,0,0,0,"1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",0,"I have Not looked for health information","","0",0,"Year-long once a month virtual conference","",0,"One Health","","","1",1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,7,0,1
"5/30/2024 17:44","5/30/2024 17:49",100,335,TRUE,"5/30/2024 17:49","R_6aH16Y8Y9FNE2PL",0.899999976,2003,"Yes",35950,"White","No","Male",0,"1","0","0","1","1","1","0","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","","1","0","0","0",NA,NA,NA,0,"0",1,0,1,0,1,0,0,0,1,0,"0","0","0","0","1","1","0","1","0","0","0","0","1","1","1","0","1",0,"State Wildlife Agency,Conferences","","1",0,"One day virtual conference","",0,"Raccoon roundworm,SarsCoV2,One Health","","","0",1,0,1,3,2,1,0,1,0,1,0,1,1,1,1,4,0,0,7,0,1
"5/31/2024 14:52","6/2/2024 16:07",100,177267,TRUE,"6/2/2024 16:07","R_6DGYoINSFOpMXv3",0.899999976,2003,"Yes",36832,"White","No","Male",0,"1","1","0","0","","1","0","Other","Student","Student","Other","Academic/Research Institution","Student","1","1","0","0",NA,NA,NA,0,"1",1,0,1,1,1,1,0,0,1,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",0,"Friends/Family,State Wildlife Agency,Academic Publications","","1",0,"One day in-person conference,One day virtual conference","",0,"Rabies,Vector borne diseases,CWD","","","0",1,4,2,3,3,1,1,1,1,1,1,1,0,1,1,6,1,1,9,1,1
"5/20/2024 19:20","5/20/2024 19:28",100,508,TRUE,"5/20/2024 19:28","R_6dLKXzoGXULChs6",0.699999988,1992,"Yes",36066,"White","No","Female",0,"1","1","0","0","","1","0","Consulting","Consulting","","State/Provincial Government","State/Provincial Government","","1","1","0","0",NA,NA,NA,1,"0",1,1,0,1,1,0,0,0,1,0,"0","0","0","0","1","0","0","1","1","1","1","0","0","1","1","1","1",1,"State Wildlife Agency,Social Media,News Sources,Conferences","","1",0,"One day in-person conference,One day virtual conference,Year-long once a month virtual conference","",0,"Rabies,Influenza,Vector borne diseases,SarsCoV2","","","0",0,67,3,4,4,1,1,1,1,1,0,1,0,1,1,5,0,0,8,0,1
"5/30/2024 10:00","5/30/2024 10:05",100,296,TRUE,"5/30/2024 10:05","R_6fixWsyJaJZbBLL",0.899999976,2004,"Yes",36870,"White","No","Female",1,"1","0","0","0","","1","0","Research","Research","","Academic/Research Institution","Academic/Research Institution","","1","0","0","0",NA,NA,NA,0,"0",0,1,1,1,1,0,0,0,1,0,"0","0","1","0","1","1","0","1","0","0","1","0","1","1","1","0","1",0,"State Wildlife Agency,Academic Publications","","1",0,"One day virtual conference,Year-long once a month virtual conference","",0,"Rabies,Raccoon roundworm,CWD,SarsCoV2","","","0",0,1,2,4,2,0,1,1,1,1,0,0,1,1,1,5,0,0,7,0,1
"6/2/2024 16:26","6/2/2024 16:34",100,457,TRUE,"6/2/2024 16:34","R_6Kd2eg9ycKUGdlP",1,2003,"Yes",36201,"White","No","Female",0,"1","1","0","1","1","1","0","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","","0","1","0","0",NA,NA,NA,0,"1",1,0,1,1,1,1,0,0,1,0,"0","1","1","1","1","0","1","1","1","1","1","1","1","1","0","0","1",1,"Friends/Family,State Wildlife Agency,Academic Publications,Conferences","","1",0,"One day in-person conference","",0,"One Health","","","0",0,1,1,1,4,1,1,1,1,1,1,1,1,1,1,6,1,1,10,1,1
"7/1/2024 23:17","7/1/2024 23:29",100,718,TRUE,"7/1/2024 23:29","R_6mwQZEGsVRD0Sep",1,1970,"Yes",36830,"White","No","Male",1,"1","1","0","0","","1","1","Research","Research","","Academic/Research Institution","Academic/Research Institution","","1","0","0","0",NA,NA,NA,0,"0",1,1,1,1,1,1,0,0,1,0,"0","1","1","0","1","1","0","1","1","1","1","1","1","0","1","0","1",1,"State Wildlife Agency,Academic Publications,News Sources,Conferences","","1",0,"One day in-person conference","",0,"Vector borne diseases","","","1",1,2,1,1,4,1,1,1,1,1,1,1,1,1,0,7,1,1,9,1,1
"5/20/2024 16:19","5/20/2024 16:27",100,466,TRUE,"5/20/2024 16:27","R_7eQKegJEVacn6EB",0.899999976,1968,"Yes",36526,"I prefer Not to answer","I prefer Not to answer","I prefer Not to answer",1,"1","1","1","0","","1","1","Administration","Administration","","Federal Government","Federal Government","","0","0","0","0",NA,NA,NA,0,"1",1,1,1,1,1,0,1,0,1,0,"0","0","0","0","1","1","0","1","0","0","0","0","1","0","1","0","0",1,"State Wildlife Agency,Academic Publications,News Sources,Conferences,I have Not looked for health information","","1",0,"One day virtual conference","",1,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2","","","1",NA,2,1,7,5,1,1,1,1,1,0,1,1,1,0,7,1,1,8,0,1
"5/21/2024 0:05","5/21/2024 13:34",100,48502,TRUE,"5/21/2024 13:34","R_7gYt1tKKjLsOHHG",0.899999976,1996,"Yes",35963,"White","No","Female",0,"1","1","0","0","","1","0","Land/Wildlife Management","Land/Wildlife Management","","Nonprofit/Conservation Organization","Nonprofit/Conservation Organization","","1","0","0","0",NA,NA,NA,1,"0",1,0,1,1,1,0,0,0,1,0,"0","0","0","0","1","1","0","1","1","0","1","0","1","1","0","0","1",1,"State Wildlife Agency,Academic Publications,Social Media,News Sources,Conferences","","1",0,"One day in-person conference,One day virtual conference,Year-long once a month virtual conference","",1,"Influenza,Leptospirosis,Vector borne diseases,CWD,SarsCoV2,One Health","","","0",0,12,3,6,5,1,0,1,1,1,0,0,1,1,0,5,0,0,6,0,1
"5/23/2024 8:35","5/23/2024 8:54",100,1111,TRUE,"5/23/2024 8:54","R_7nTdFn8U8QdBsZz",0.800000012,1993,"Yes",35405,"White","No","Male",0,"1","1","0","0","","1","0","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","1","0","0","0",NA,"No",NA,1,"0",1,0,1,1,0,0,0,0,1,0,"0","0","1","0","1","0","0","1","1","0","1","1","1","0","1","0","0",0,"Academic Publications","","1",0,"One day in-person conference,One day virtual conference,Year-long once a month virtual conference","",0,"Leptospirosis,Raccoon roundworm,Vector borne diseases,SarsCoV2","","","0",1,18,3,4,1,1,0,1,1,1,0,0,1,1,0,4,0,0,6,0,1
"6/3/2024 6:16","6/3/2024 6:26",100,600,TRUE,"6/3/2024 6:26","R_7S8gsXkFEDSVmTj",1,1982,"Yes",36832,"White","No","Male",1,"1","1","0","1","1","0","0","Education","Education","","Professional Societies or Associations","Professional Societies or Associations","","1","0","0","0",NA,"No",NA,0,"1",1,1,1,1,1,1,0,0,1,1,"0","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","1",0,"Other","Extension ","1",0,"One day in-person conference,One day virtual conference,Year-long once a month virtual conference","",0,"Vector borne diseases,One Health","","","1",1,1,3,2,1,1,1,1,1,1,1,0,1,1,1,8,1,1,9,1,1
"5/20/2024 21:35","5/20/2024 21:44",100,537,TRUE,"5/20/2024 21:44","R_7y77fUZRM093I2A",0.899999976,1984,"Yes",36579,"White","No","Male",1,"1","1","1","0","","1","1","Land/Wildlife Management","Land/Wildlife Management","","Nonprofit/Conservation Organization","Nonprofit/Conservation Organization","","1","0","0","0",NA,NA,NA,0,"1",1,1,1,1,1,1,0,0,1,0,"0","1","0","0","1","1","1","1","0","1","1","0","0","1","0","1","0",0,"Academic Publications,Conferences","","1",0,"One day in-person conference,One day virtual conference,Year-long once a month virtual conference","",1,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,Other","Ticks","","1",1,5,3,7,2,1,1,1,1,1,1,1,1,1,1,7,1,1,10,1,1
"5/21/2024 7:45","5/21/2024 7:54",100,556,TRUE,"5/21/2024 7:55","R_8ecw7NbnL1AdVnj",0.600000024,1984,"Yes",36093,"White","No","Male",1,"1","1","0","1","0","1","1","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","","0","0","0","0",NA,NA,NA,0,"0",1,1,1,1,1,1,0,0,0,0,"0","1","1","0","1","0","0","1","1","1","1","0","1","1","0","1","1",1,"State Wildlife Agency,Academic Publications,Social Media,Conferences","","1",0,"One day virtual conference,Year-long once a month virtual conference","",1,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","","1",1,4,2,8,4,1,1,1,1,1,1,0,1,1,1,6,1,1,9,1,1
"5/17/2024 9:37","5/17/2024 9:47",100,641,TRUE,"5/17/2024 9:47","R_8M6Bd5OXPYe6Ge6",0.800000012,1986,"Yes",36732,"White","No","Male",1,"1","1","0","1","0","1","1","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","","1","1","0","0",NA,NA,NA,0,"1",1,0,1,1,1,0,1,0,1,0,"0","0","1","0","1","1","0","1","1","1","1","1","0","1","0","0","1",1,"Friends/Family,State Wildlife Agency,Academic Publications,Social Media,News Sources","","1",0,"One day in-person conference,One day virtual conference","",1,"Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,SarsCoV2","","","1",1,2,2,6,5,1,0,1,1,1,1,1,0,1,1,6,1,1,8,0,1
"5/16/2024 9:40","5/16/2024 9:49",100,553,TRUE,"5/16/2024 9:49","R_8ruCexoItVrrpgc",0.899999976,1971,"Yes",35603,"I prefer Not to answer","I prefer Not to answer","I prefer Not to answer",1,"1","1","0","0","","0","0","Administration","Administration","","Federal Government","Federal Government","","0","0","0","0",NA,NA,NA,0,"1",1,1,1,1,1,1,0,0,1,1,"0","0","1","0","1","0","0","1","0","0","0","0","0","1","1","1","1",0,"State Wildlife Agency,Academic Publications,I have Not looked for health information","","1",0,"One day in-person conference,One day virtual conference,Year-long once a month virtual conference","",0,"Vector borne diseases,CWD,SarsCoV2,Other","pseudorabies and brucellosis","","1",NA,3,3,4,3,1,1,1,1,1,1,1,1,1,1,8,1,1,10,1,1
